 1 10-annuleen	10-annulene	     
 1 1,1,1,2-tetrafluorethaan	1,1,1,2-tetrafluoroethane	     
 1 1,1,1-trichloorethaan	1,1,1-trichloorethane	     
 1 1,1,2-trichloor-1,2,2-trifluorethaan	1,1,2-trichloro-1,2,2-trifluoroethane	     
 1 1,1,2-trichloorethaan	1,1,2-trichloorethane	     
 1 1,1-dichloor-1-fluorethaan	1,1-dichloro-1-fluoroethane	     
 1 1,1-difenylcyclopropaan	1,1-diphenylcyclopropane	     
 1 1,2-dibroomethaan	1,2-dibromoethane	     
 1 1,2-dichloor-1,1,2,2-tetrafluorethaan	1,2-dichloro-1,1,2,2-tetrafluoroethane	     
 1 1,2-dichloorethaan	1,2-dichloroethane	     
 1 1,2-difenylhydrazine	1,2-diphenylhydrazine	     
 1 1,2-dimethoxyethaan	1,2-dimethoxyethane	     
 1 1,2-dimethylbenzeen	1,2-dimethylbenzene	     
 1 1,2-propyleenimine	1,2-propylene imine	     
 1 1,3,5-trioxaan	1,3,5-trioxane	     
 1 1,3-butadieen	butadiene	     
 1 1,3-cyclopentadieen	cyclopentadiene	     
 1 1,3-difenylaceton	1,3-dephenyl acetone	     
 1 1,3-dimethylbenzeen	1,3-dimethylbenzene	     
 1 1,3-dioxaan	1,3-dioxane	     
 1 14-annuleen	14-annulene	     
 1 1,4-dichloorbenzeen	1,4-dichlorobenzene	     
 1 1,4-difenyl-1,3-butadieen	1,4-diphenyl-1,3-butadiene	     
 1 1,4-dihydrobenzeen	1,4-dihydrobenzene	     
 2 1,4-dimethoxybenzeen	1,4-dimethoxybenzene	     
 1 1,4-dimethylbenzeen	1,4-dimethylbenzene	     
 1 1,4-di-tert-butylbenzeen	1,4-di-tert-butylbenzene	     
 1 [18]annuleen	[18]annulene	     
 1 1-broomdodecaan	1-bromododecane	     
 1 1-butanol	1-butanol	     
 1 1-dichloor-1,1-difluorethaan	1-dichloro-1,1-difluoroethane	     
 1 1-fenylethanon	1-phenylethanone	     
 1 1-naftylazijnzuur	1-naphthylacetic acid	     
 1 1-trimethylsilyloxycyclohexeen	1-trimethylsilyloxycyclohexene	     
 1 2,2,2-trichloorethaandiol	2,2,2-trichloroethanediol	     
 1 2,2,2-trichloorethanal	2,2,2-trichloroethanal	     
 1 2,2-dichloor-1,1,1-trifluorethaan	2,2-dichloro-1,1,1-trifluoroethane	     
 1 2,2-dimethylbutaan	2,2-dimethyl butane	     
 1 2,2-dimethylpropaan	2,2-dimethylpropane	     
 1 2,2-dimethylpropaanzuur	2,2-dimethylpropanoic acid	     
 1 2,2-di(p-chlorofenyl)-1,1,1-trichloorethaan	2,2-bis(p-chlorophenyl)-1,1,1-trichloroethane	     
 1 2-(2-ethoxyethoxy)ethanol	2-(2-ethoxyethoxy)ethanol	     
 1 2,3,7,8-tetrachloordibenzo-p-dioxine	2,3,7,8-tetrachlorodibenzo-p-dioxin	     
 1 2,3-butaandion	2,3-butadione	     
 1 2,3-difenylquinoxaline	2,3-diphenylquinoxaline	     
 1 2,3-xylenol	2,3-xylenol	     
 1 2,4-dimethylfenol	2,4-dimethylphenol	     
 1 2-(4-methylbenzoyl)benzoëzuur	2-(4-methylbenzoyl)benzoic acid	     
 1 2,5-dimethylfenol	2,5-dimethylphenol	     
 1 2,5-xylenol	2,5-xylenol	     
 1 2,6-dichloorfenol-indofenol	2,6-dichlorophenol-indophenol	     
 1 2,6-dimethylfenol	2,6-dimethylphenol	     
 1 2,6-xylenol	2,6-xylenol	     
 1 2-acetylpyridine	2-acetylpyridine	     
